Actual Flow Rate Ratio,Actual Weber No,Actual Capillary No,Predicted Flow Rate Ratio,Predicted Weber No,Predicted Capillary No
10.000000000000002,0.06075000000000008,0.0006200000000000649,11.477519989013672,0.07542240619659424,0.00033211708068847656
10.000000000000002,0.03037500000000004,0.00031000000000003247,11.493047714233398,0.031111717224121094,0.0002887248992919922
10.000000000000002,0.0202500000000001,0.00020666700000004923,13.11356258392334,0.0032483339309692383,0.00021636486053466797
10.000000000000002,0.01518749999999991,0.00015499999999990521,13.181526184082031,-0.013026714324951172,0.000202178955078125
10.000000000000002,0.012150000000000105,0.000124000000000013,11.452197074890137,-0.009487807750701904,0.00024247169494628906
10.000000000000002,0.01012499999999994,0.00010333299999998324,10.6048583984375,-0.0068398118019104,0.0002639293670654297
10.000000000000002,0.008678570000000052,8.859999999999424e-05,11.377885818481445,-0.021404922008514404,0.00023436546325683594
10.000000000000002,0.007593750000000066,7.749999999995261e-05,10.783126831054688,-0.00802755355834961,0.0002523660659790039
10.000000000000002,0.006750000000000034,6.890000000003837e-05,11.503997802734375,-0.013192892074584961,0.00023114681243896484
10.000000000000002,0.006075000000000053,6.20000000000065e-05,11.541913032531738,-0.007696628570556641,0.0002294778823852539
5.0,0.04800000000000004,0.0012399999999999078,4.002871036529541,0.5247163772583008,0.0015261173248291016
5.0,0.02400000000000002,0.0006200000000000649,4.809940814971924,0.04436135292053223,0.0005463361740112305
5.0,0.016000000000000014,0.0004133330000000157,5.188833713531494,0.015155196189880371,0.0004311800003051758
5.0,0.01200000000000001,0.00031000000000003247,4.815174102783203,0.006869196891784668,0.0004329681396484375
5.0,0.009600000000000053,0.000248000000000026,4.8845624923706055,-0.007445335388183594,0.0003834962844848633
5.0,0.008000000000000007,0.00020666700000004923,4.755218982696533,-0.012148022651672363,0.00037860870361328125
5.0,0.006857139999999928,0.0001771429999999352,4.763987064361572,-0.014793992042541504,0.0003695487976074219
5.0,0.006000000000000005,0.00015499999999990521,4.749525547027588,-0.021298468112945557,0.0003516674041748047
5.0,0.005333330000000025,0.00013777800000003282,4.716171741485596,-0.023037493228912354,0.00034987926483154297
5.0,0.0047999999999999154,0.000124000000000013,4.830179691314697,-0.02411574125289917,0.00033843517303466797
3.33333,0.03675000000000006,0.0018599999999999728,4.008579254150391,0.0629044771194458,0.0020569562911987305
3.33333,0.01837500000000003,0.0009300000000000974,3.9055094718933105,0.056693077087402344,0.0007842779159545898
3.33333,0.012250000000000094,0.0006200000000000649,4.005842685699463,0.00021636486053466797,0.00047791004180908203
3.33333,0.009187499999999904,0.0004649999999999377,4.0637335777282715,-0.007020294666290283,0.00045037269592285156
3.33333,0.007349999999999968,0.00037200000000003897,4.523695945739746,-0.02169644832611084,0.0003685951232910156
3.33333,0.006124999999999936,0.00031000000000003247,4.633764266967773,-0.030120849609375,0.00033855438232421875
3.33333,0.005249999999999977,0.00026571399999997247,4.483000755310059,-0.03418081998825073,0.0003402233123779297
3.33333,0.004593749999999952,0.00023250000000007987,4.281254768371582,-0.03434610366821289,0.00035643577575683594
3.33333,0.004083330000000052,0.00020666700000004923,4.159624099731445,-0.033903419971466064,0.0003679990768432617
3.33333,0.003675000000000095,0.00018600000000001948,4.110531330108643,-0.03283423185348511,0.0003750324249267578
2.5,0.026999999999999913,0.0024800000000000377,3.40653133392334,0.049447059631347656,0.002519845962524414
2.5,0.013500000000000068,0.0012399999999999078,3.2788190841674805,0.06301772594451904,0.001376509666442871
2.5,0.008999999999999897,0.0008266669999998921,2.50144362449646,0.019692420959472656,0.0007755756378173828
2.5,0.006750000000000034,0.0006200000000000649,2.3864152431488037,0.017564892768859863,0.0007696151733398438
2.5,0.005400000000000071,0.000496000000000052,2.410278081893921,0.002887725830078125,0.0006794929504394531
2.5,0.0044999999999999485,0.0004133330000000157,2.3164761066436768,0.0007666349411010742,0.0006722211837768555
2.5,0.0038571400000000367,0.00035428600000009247,2.4053943157196045,-0.003423333168029785,0.0006411075592041016
2.5,0.003374999999999906,0.00031000000000003247,2.472493886947632,-0.006182432174682617,0.0006202459335327148
2.5,0.0029999999999998916,0.00027555600000006564,2.3482422828674316,-0.0035827159881591797,0.0006455183029174805
2.5,0.0026999999999999247,0.000248000000000026,2.360229969024658,-0.0016377568244934082,0.0006548166275024414
2.0000000000000004,0.018750000000000044,0.0031000000000001027,1.5999171733856201,0.015512824058532715,0.002936244010925293
2.0000000000000004,0.009374999999999911,0.0015499999999999403,1.9749250411987305,-0.006840169429779053,0.0015604496002197266
2.0000000000000004,0.006250000000000089,0.0010333300000000545,2.221569538116455,-0.0011369585990905762,0.0013254880905151367
2.0000000000000004,0.004687499999999956,0.0007749999999999702,1.8683860301971436,0.0048427581787109375,0.0007488727569580078
2.0000000000000004,0.00374999999999992,0.0006200000000000649,1.8192851543426514,0.0032765865325927734,0.0007477998733520508
2.0000000000000004,0.0031250000000000444,0.0005166670000000817,1.8103129863739014,0.0029877424240112305,0.0007475614547729492
2.0000000000000004,0.0026785700000000467,0.0004428569999999077,1.8073787689208984,0.00289309024810791,0.0007474422454833984
2.0000000000000004,0.002343750000000089,0.0003874999999999851,1.7942962646484375,0.0024700164794921875,0.0007470846176147461
2.0000000000000004,0.00208333000000005,0.0003444439999999993,1.7358465194702148,0.0005574226379394531,0.0007457733154296875
2.0000000000000004,0.001875000000000071,0.00031000000000003247,1.738461971282959,0.0006437301635742188,0.0007457733154296875
1.6666700000000003,0.01200000000000001,0.0037199999999999456,1.293851613998413,0.0018922090530395508,0.0036181211471557617
1.6666700000000003,0.006000000000000005,0.0018599999999999728,1.4510219097137451,-0.01975804567337036,0.0023103952407836914
